Gene,Tier,Homo_sapiens,Macaca_mulatta,Mus_musculus,Rattus_norvegicus,Ailuropoda_melanoleuca,Aotus_nancymaae,Bos_taurus,Callithrix_jacchus,Camelus_dromedarius,Canis_lupus_familiaris,Capra_hircus,Cavia_porcellus,Ceratotherium_simum_simum,Cercocebus_atys,Chinchilla_lanigera,Chlorocebus_sabaeus,Chrysochloris_asiatica,Condylura_cristata,Cricetulus_griseus,Dasypus_novemcinctus,Dipodomys_ordii,Echinops_telfairi,Elephantulus_edwardii,Eptesicus_fuscus,Equus_caballus,Erinaceus_europaeus,Felis_catus,Galeopterus_variegatus,Gorilla_gorilla_gorilla,Heterocephalus_glaber,Ictidomys_tridecemlineatus,Jaculus_jaculus,Loxodonta_africana,Macaca_fascicularis,Macaca_nemestrina,Mandrillus_leucophaeus,Manis_javanica,Mesocricetus_auratus,Microcebus_murinus,Microtus_ochrogaster,Miniopterus_natalensis,Monodelphis_domestica,Mustela_putorius_furo,Nannospalax_galili,Nomascus_leucogenys,Ochotona_princeps,Octodon_degus,Odobenus_rosmarus_divergens,Orcinus_orca,Oryctolagus_cuniculus,Otolemur_garnettii,Ovis_aries,Pan_paniscus,Pan_troglodytes,Papio_anubis,Pongo_abelii,Propithecus_coquereli,Pteropus_vampyrus,Rhinopithecus_roxellana,Rousettus_aegyptiacus,Saimiri_boliviensis_boliviensis,Sorex_araneus,Sus_scrofa,Trichechus_manatus_latirostris,Tupaia_chinensis,Tursiops_truncatus
TAC1,2,NM_003182,xm_015134258.1,nm_009311.2,nm_012666.2,xm_019800259.1,xm_012450760.1,nm_174193.2,xm_009002387.2,xm_010979634.1,xm_005628533.2,xm_005678953.2,nm_001172899.1,xm_004431377.1,xm_012073959.1,xm_005388077.1,xm_007982089.1,xm_006834260.1,xm_004676713.2,xm_007650436.1,xm_004479175.1,xm_013019971.1,xm_013004642.1,xm_006880231.1,xm_008148804.1,xm_005609230.2,xm_007532549.2,xm_003982791.4,xm_008594904.1,xm_004045800.1,xm_004862726.2,xm_013361349.1,xm_004656192.2,xm_003406967.2,xm_005550147.2,xm_011730912.1,xm_011974708.1,xm_017658493.1,xm_005082929.2,xm_012757179.1,xm_005363708.2,xm_016218788.1,xm_016427159.1,xm_004767829.2,xm_008855212.2,xm_003252534.1,xm_004582332.2,xm_004645637.1,xm_004410169.2,xm_004265559.1,xm_008261489.2,xm_012811709.1,xm_012176219.2,xm_003809689.1,xm_001171112.4,xm_003896287.1,xm_002818228.2,xm_012647588.1,xm_011363231.1,xm_010371522.1,xm_016133699.1,xm_003921239.1,xm_004602293.1,xm_003130164.5,xm_004386127.1,xm_006157508.1,xm_004316219.1
TACR1,Opiods,NM_001058,nm_001037861.1,xm_006505865.3,nm_012667.2,xm_019801988.1,xm_012452131.1,xm_015465312.1,xm_002757584.4,xm_010988559.1,nm_001012619.1,xm_005686308.3,xm_013151476.1,xm_004437186.2,xm_012084411.1,xm_005385472.2,xm_007970096.1,xm_006870780.1,xm_004691576.2,xm_003497998.2,xm_004473444.1,xm_013034599.1,xm_004704374.1,xm_006880983.1,xm_008147393.1,xm_001499680.3,xm_007523370.2,xm_003984160.3,xm_008579702.1,xm_004029494.2,xm_004844651.1,xm_005329393.1,xm_004660549.1,xm_003413703.2,xm_005575491.2,xm_011713727.1,xm_011987255.1,xm_017648533.1,xm_005078288.2,xm_012757345.1,xm_005364701.1,xm_016202509.1,xm_001372606.3,xm_004742277.1,xm_008841586.2,xm_003268716.1,xm_004590706.1,xm_004634135.1,xm_004398747.1,xm_004277124.1,xm_002709702.3,xm_003793360.1,xm_004006114.3,xm_003810318.2,xm_525793.5,xm_017947667.1,xm_002811856.2,xm_012664881.1,xm_011358084.1,xm_010379274.1,xm_016130698.1,xm_003922565.2,xm_004612007.1,xm_003482466.3,xm_012555638.1,xm_006151196.1,xm_019942074.1
TACSTD2,Alcohol,NM_002353,xm_001114599.3,nm_020047.3,nm_001009540.2,xm_019797445.1,xm_012442823.1,xm_589840.8,xm_009001337.2,xm_010984568.1,xm_847749.4,xm_005709702.3,xm_003464050.2,xm_004438614.2,xm_012082467.1,xm_005398491.2,xm_007978558.1,xm_006862491.1,xm_004679052.2,xm_003510646.1,xm_004470668.1,xm_013022341.1,xm_004699389.1,xm_006879736.1,xm_008139368.1,xm_005615163.2,xm_007522717.2,xm_011285026.2,xm_008564610.1,xm_004025878.2,xm_004869610.2,xm_005326016.2,xm_004663209.1,xm_010591329.1,xm_005543235.2,xm_011764391.1,xm_011973856.1,xm_017651121.1,xm_005076078.2,xm_012785125.2,xm_005360616.1,xm_016212897.1,xm_007480507.2,xm_004751632.2,xm_008836856.2,xm_003265143.2,xm_004588805.1,xm_004642590.1,xm_004415007.1,xm_004273793.1,xm_008265178.2,xm_003793124.2,xm_004023556.3,xm_003824220.2,xm_513439.4,xm_017961874.1,xm_002810766.2,xm_012639504.1,xm_011377070.1,xm_010365740.1,xm_016159891.1,xm_003921502.2,xm_004607103.1,xm_003127967.3,xm_004369125.1,xm_014590278.1,xm_019942390.1
TAGLN3,4,NM_001008272,nm_001266904.1,nm_019754.3,xm_008768676.1,xm_002917314.3,xm_012460955.1,xm_005201303.2,xm_017965256.1,xm_010985060.1,xm_535738.6,xm_013962506.2,xm_003469200.3,xm_004436589.2,xm_012083048.1,xm_013515214.1,xm_007985842.1,xm_006864187.1,xm_004675222.2,xm_003497847.2,xm_004483403.2,xm_013028534.1,xm_004706394.2,xm_006895343.1,xm_008146591.1,xm_001503155.4,xm_016185255.1,xm_011285960.2,xm_008592117.1,xm_004036046.2,xm_004835741.2,xm_005340983.1,xm_004672312.1,xm_003412996.2,xm_005548184.2,xm_011722385.1,xm_011969723.1,xm_017655489.1,xm_005074764.2,xm_012787456.2,xm_013351753.1,xm_016200205.1,xm_007493657.2,xm_004761467.2,xm_008846984.2,xm_003261799.3,xm_012929230.1,xm_004624702.2,xm_004391610.2,xm_004272067.1,xm_002716710.3,xm_003797690.2,xm_004002910.2,xm_014344350.1,xm_016941632.1,xm_009199916.1,nm_001134090.2,xm_012652228.1,xm_011380745.1,xm_010361060.1,xm_016150721.1,xm_003935472.2,xm_004606725.1,xm_005674460.2,xm_004373689.1,xm_006155142.2,xm_019922153.1
TF,Alcohol,NM_001063,nm_001318182.1,nm_133977.2,nm_001013110.1,xm_011230832.2,nm_001308518.1,nm_177484.3,xm_008983803.2,xm_010975530.1,xm_534268.5,xm_005675551.3,xm_003476728.3,xm_014788244.1,xm_012061466.1,xm_005406809.2,xm_008009084.1,xm_006840033.1,xm_012724938.1,xm_007618382.1,xm_012521192.1,xm_013028032.1,xm_004715997.2,xm_006883422.1,xm_008156584.1,nm_001081946.2,xm_016185131.1,xm_019810683.1,xm_008581124.1,xm_019022854.1,xm_004834254.2,xm_005327026.1,xm_004664199.1,xm_010599508.1,xm_005545793.2,xm_011721456.1,xm_011970225.1,xm_017673471.1,xm_013114897.1,xm_012766832.2,xm_013354017.1,xm_016224320.1,xm_001364547.3,xm_004762480.2,xm_017802840.1,xm_003265239.3,xm_004588321.2,xm_004625212.1,xm_012566511.1,xm_012536424.1,nm_001101694.1,xm_012804962.1,xm_012103202.2,xm_008976094.1,nm_001144835.1,xm_003895098.3,nm_001133958.1,xm_012664058.1,xm_011354667.1,xm_010379532.1,xm_016140327.1,xm_003925066.2,xm_012936187.1,nm_001244653.1,xm_012556986.1,xm_014584459.1,xm_019934191.1
TFAP2B,Alcohol,NM_003221,xm_001106196.3,nm_009334.3,xm_008766927.2,xm_002915421.3,xm_012441637.1,xm_010818219.2,xm_002746639.4,xm_010992358.1,xm_005627018.2,xm_018039252.1,xm_003474760.2,xm_004424030.2,xm_012070263.1,xm_005377663.2,xm_007972277.1,xm_006835706.1,xm_004673563.2,xm_007633248.1,xm_004468915.1,xm_013019262.1,xm_004696361.2,xm_006881915.1,xm_008157494.1,xm_001502875.4,xm_007535805.1,xm_019830708.1,xm_008573626.1,xm_004044180.2,xm_013067176.1,xm_005318575.2,xm_004649438.2,xm_010588917.1,xm_005552762.2,xm_011756852.1,xm_011993733.1,xm_017647596.1,xm_013115023.1,xm_012760886.2,xm_005369562.2,xm_016209824.1,xm_001363823.3,xm_004771886.2,xm_008825216.1,xm_003254167.3,xm_004590434.2,xm_004628277.2,xm_004416613.2,xm_004267494.2,xm_002714495.3,xm_003802976.2,xm_015102745.1,xm_003833165.2,xm_001150002.4,xm_003897726.3,xm_002816991.2,xm_012648576.1,xm_011354811.1,xm_010364272.1,xm_016147313.1,xm_003923109.2,xm_004605851.2,xm_005666097.2,xm_004388717.2,xm_014588026.1,xm_019949894.1
TFRC,4,NM_001128148,xm_015132553.1,xm_006521999.3,nm_022712.1,xm_011221715.2,xm_012460090.1,nm_001206577.1,nm_001301847.1,xm_010994434.1,xm_005639449.2,xm_018046130.1,xm_005006765.2,xm_004424521.2,xm_012036679.1,xm_005383119.2,xm_008009680.1,xm_006869389.1,xm_012733700.1,xm_016974353.1,xm_004465856.2,xm_013019426.1,xm_013007146.1,xm_006884199.1,xm_008155492.1,xm_005601764.2,xm_007538805.2,xm_019839231.1,xm_008588237.1,xm_004038250.2,nm_001267852.2,xm_013365184.1,xm_004668330.1,xm_010592893.1,xm_005545258.2,xm_011722986.1,xm_011978708.1,xm_017640536.1,xm_005071554.2,xm_020286935.1,xm_005344847.2,xm_016199994.1,xm_001364083.3,xm_004745361.2,xm_008838533.1,xm_003280102.3,xm_012927608.1,xm_004644551.1,xm_012560886.1,xm_004278795.1,xm_002716537.3,xm_012806891.1,xm_012096307.2,xm_003806407.2,xm_003310190.2,xm_009202052.2,nm_001131591.1,xm_012641284.1,xm_011385930.1,xm_010381200.1,xm_016135248.1,xm_010341615.1,xm_004618669.1,nm_214001.1,xm_004373596.1,xm_006156793.2,xm_019922755.1
TH,4,NM_000360,xm_002799441.2,nm_009377.1,nm_012740.3,xm_011226110.2,xm_012456178.1,xm_015461329.1,xm_009008712.2,xm_011000218.1,nm_001002966.1,xm_018043581.1,xm_003468339.1,xm_004441062.2,xm_012041182.1,xm_005384197.2,xm_008004390.1,xm_006861028.1,xm_012734331.1,xm_003508079.3,xm_004479506.1,xm_013020984.1,xm_004717179.1,xm_006893369.1,xm_008160280.1,xm_014729562.1,xm_007535880.1,xm_003993778.3,xm_008578644.1,xm_004050435.1,xm_004852098.1,xm_005340396.1,xm_004654220.1,xm_010601691.1,xm_005576884.2,xm_011721306.1,xm_011988217.1,xm_017669257.1,xm_005064146.2,xm_012743995.1,xm_005351573.2,xm_016216527.1,xm_007505538.2,xm_004759661.2,xm_008839203.1,xm_012510036.1,xm_004599210.1,xm_004627085.2,xm_004403804.1,xm_004278068.1,xm_002711296.3,xm_003798371.2,xm_015103007.1,xm_003816061.2,xm_016920185.1,xm_003909375.2,xm_002821375.2,xm_012651955.1,xm_011371319.1,xm_010382058.1,xm_016149739.1,xm_010331215.1,xm_004603115.1,xm_003126671.4,xm_004389391.1,xm_006141071.1,xm_019952115.1
THRB,Alcohol,NM_000461,xm_015132283.1,xm_017315947.1,nm_001270854.1,xm_002928031.3,xm_012435512.1,xm_015469774.1,xm_017965896.1,xm_010987799.1,xm_005634354.2,xm_018041844.1,xm_005008297.2,xm_014789974.1,xm_012043854.1,xm_013515651.1,xm_008009292.1,xm_006851626.1,xm_004692279.2,xm_007624412.2,xm_004456058.2,xm_013010545.1,xm_004704028.1,xm_006883346.1,xm_008153608.1,xm_005600897.2,xm_007517171.2,xm_019810784.1,xm_008591852.1,xm_004033749.2,xm_004857770.2,xm_005317269.2,xm_012949397.1,xm_003415784.2,xm_015444504.1,xm_011753447.1,xm_011974798.1,xm_017649485.1,xm_013121182.1,xm_020290491.1,xm_005348559.1,xm_016198789.1,xm_007505178.1,xm_013057183.1,xm_017798151.1,xm_003256766.2,xm_004588289.1,xm_004634188.2,xm_012568197.1,xm_004271908.1,xm_017346748.1,xm_003781747.2,nm_001190391.1,xm_003826157.3,xm_001164153.3,xm_017955961.1,xm_009239273.1,xm_012644577.1,xm_011357739.1,xm_010357318.1,xm_016124879.1,xm_010346544.1,xm_004603831.1,xm_013981412.1,xm_004377378.1,xm_006170583.2,xm_019948599.1
THY1,4,NM_001311160,nm_001042638.2,nm_009382.3,xm_017595476.1,xm_019793146.1,xm_012470293.1,nm_001034765.1,xm_002754438.4,xm_010981324.1,nm_001287129.1,xm_013969538.2,nm_001172870.1,xm_004427210.2,xm_012053112.1,xm_005378342.1,xm_008021200.1,xm_006833916.1,xm_004689173.2,xm_003514378.1,xm_004456255.2,xm_013009435.1,xm_004712765.1,xm_006895617.1,xm_008150071.1,xm_001503225.3,xm_007523575.2,xm_003992443.4,xm_008575764.1,xm_004052278.2,xm_004856805.2,xm_005328377.2,xm_004667320.1,xm_003418195.2,xm_005579919.2,xm_011732214.1,xm_011964950.1,xm_017679806.1,xm_013113039.1,xm_012773530.2,xm_005347157.2,xm_016207647.1,xm_007494641.2,xm_004750047.2,xm_008825997.2,xm_003253276.2,xm_004585167.2,xm_004636404.1,xm_004412583.2,xm_004273292.2,xm_002722718.3,xm_012809595.1,xm_015100961.1,xm_003819991.2,xm_003313367.3,xm_003910833.2,nm_001133391.1,xm_012655429.1,xm_011384927.1,xm_010356982.1,xm_016139405.1,xm_003923595.2,xm_004604756.1,xm_005667396.2,xm_004385619.1,xm_006152329.1,
TIMP1,Alcohol,NM_003254,nm_001032939.1,nm_011593.2,xm_006256608.2,xm_002917776.3,xm_012477387.1,xm_005228099.1,xm_002762825.4,xm_010996298.1,nm_001003182.1,xm_005700836.3,xm_005000239.2,xm_004435001.2,xm_012070165.1,xm_005408935.2,xm_007991541.1,xm_006864282.1,xm_012730269.1,xm_016980554.1,xm_004472145.2,xm_013035549.1,xm_004713183.1,xm_006892409.1,xm_008152988.1,nm_001082515.1,xm_007537348.2,xm_011291721.2,xm_008577375.1,xm_019019260.1,xm_004875299.2,xm_005324024.2,xm_004668813.1,xm_003418044.2,xm_005593425.1,xm_011711314.1,xm_011982853.1,xm_017668073.1,xm_005085712.2,xm_012748378.1,,xm_016218447.1,xm_001366297.2,xm_004754978.2,xm_008842512.2,xm_012498949.1,xm_004587883.2,xm_012515231.1,xm_004396764.2,xm_004281990.1,xm_008272340.2,xm_003799634.2,nm_001009319.2,xm_008964548.1,xm_016943251.1,xm_003917638.2,nm_001131879.1,xm_012652332.1,xm_011380078.1,xm_010376640.1,xm_016141824.1,xm_003939517.2,xm_012933697.1,nm_213857.1,xm_004376892.1,xm_006165796.1,xm_019943465.1
TITF1,Alcohol,NM_001079668,xm_001089773.2,xm_006515791.2,xm_006240117.3,xm_002925453.1,xm_012470807.1,xm_005222055.3,xm_002753826.4,xm_010983802.1,nm_001003260.1,xm_018065906.1,xm_005004526.2,xm_014792087.1,xm_012067145.1,xm_005376912.2,xm_007986512.1,xm_006835335.1,xm_004681927.1,xm_007634926.1,xm_012528019.1,xm_013012277.1,xm_004698944.1,xm_006891580.1,xm_008150455.1,xm_014734143.1,xm_007530251.1,xm_019832935.1,xm_008568352.1,xm_019009229.1,xm_004867547.1,xm_005322696.1,xm_004649126.1,xm_010588595.1,xm_005561100.2,xm_011734938.1,xm_011999194.1,xm_017645830.1,xm_005080513.2,xm_012767039.1,xm_005343714.1,xm_016198456.1,xm_001363407.3,xm_004773323.2,xm_008830819.2,xm_012504322.1,xm_004584772.2,xm_004637073.1,xm_004399792.1,xm_004269976.1,xm_002710941.3,xm_003792001.2,xm_004017900.3,xm_008957179.1,xm_009427706.2,xm_003901715.3,xm_002824689.3,xm_012658076.1,xm_011376540.1,xm_010365331.1,xm_016152119.1,xm_010334938.1,xm_004612126.1,nm_001311186.1,xm_012555587.1,xm_006152408.2,xm_019924311.1
TKT,1,NM_001064,xm_015130690.1,nm_009388.6,xm_006252661.1,xm_002918964.3,xm_012453852.1,nm_001003906.1,xm_002758429.4,xm_010985047.1,xm_005632422.2,xm_018067049.1,xm_003479969.3,xm_004419817.2,xm_012059496.1,xm_005387366.2,xm_007984574.1,xm_006876039.1,xm_004676063.2,xm_007612435.1,xm_004464449.2,xm_013030781.1,xm_013007856.1,xm_006892231.1,xm_008146335.1,xm_005600549.2,xm_007526164.2,xm_019822872.1,xm_008582530.1,xm_019023426.1,xm_004864344.2,xm_005317203.2,xm_004652741.1,xm_010589742.1,xm_005547392.2,xm_011739644.1,xm_011986188.1,xm_017678233.1,xm_005085207.2,xm_012771591.1,xm_005348752.2,xm_016210217.1,xm_001368841.4,xm_004738190.2,xm_008851823.2,xm_012510132.1,xm_004581545.1,xm_004631637.2,xm_004411452.2,xm_004267915.2,xm_002713253.3,xm_003789386.2,xm_004018384.2,xm_003818734.2,nm_001009097.1,xm_003894290.2,nm_001133521.1,xm_012658744.1,xm_011378389.1,xm_010376194.1,xm_016156401.1,xm_010347028.1,xm_004615169.1,nm_001112681.1,xm_004368616.1,xm_014584497.1,xm_019947509.1
TMED10,Alcohol,NM_006827,xm_015144148.1,nm_026775.4,nm_053467.1,xm_002914703.3,xm_012438067.1,nm_001040549.2,xm_002754119.4,xm_010976476.1,xm_848950.4,xm_018053959.1,xm_003472431.3,xm_004426370.2,xm_012070892.1,xm_013507144.1,xm_007987320.1,xm_006865517.1,xm_004681683.2,xm_007643394.2,xm_004455178.2,xm_013017292.1,xm_004698719.1,xm_006884669.1,xm_008138818.1,xm_001491905.5,xm_007533816.2,xm_003987847.4,xm_008591120.1,xm_019009525.1,xm_004837170.1,xm_005321247.2,xm_004664133.1,xm_003408780.2,xm_005561812.2,xm_011765553.1,xm_011981553.1,xm_017669138.1,nm_001281688.1,xm_012742264.2,xm_005343368.2,xm_016208689.1,xm_001374921.4,xm_004739235.2,xm_008849717.2,xm_012498094.1,xm_004584389.2,xm_004624868.1,xm_004399349.2,xm_004262253.2,xm_008271895.2,xm_003786921.2,xm_004010798.3,xm_003824179.2,xm_510074.6,xm_003902066.2,nm_001131458.1,xm_012656172.1,xm_011370842.1,xm_010382669.1,xm_016122579.1,xm_003924560.2,xm_004610217.1,xm_001926711.4,xm_004371054.1,xm_006170561.2,xm_019920889.1
TMOD2,2,NM_001142885,xm_015142195.1,nm_016711.3,xm_006243407.3,xm_019800950.1,xm_012442327.1,nm_001192716.2,xm_017976862.1,xm_010977174.1,xm_535484.5,xm_018054202.1,xm_003471875.3,xm_014780720.1,xm_012093114.1,xm_005376637.2,xm_008016598.1,xm_006831642.1,xm_004687787.2,xm_007622409.2,xm_004462150.2,xm_013010062.1,xm_004709432.1,xm_006895323.1,xm_008143249.1,xm_005603045.2,xm_016192021.1,xm_019832416.1,xm_008591885.1,xm_004056185.2,xm_004835402.2,xm_005316576.2,xm_004662475.1,xm_003420525.2,xm_015452465.1,xm_011755831.1,xm_011986190.1,xm_017652865.1,xm_013116066.1,xm_012763472.2,xm_005347618.1,xm_016224975.1,xm_007479958.2,xm_004755423.2,xm_008829764.1,xm_003266934.3,xm_004578372.2,xm_004639052.1,xm_004396567.2,xm_004281674.1,xm_002717767.3,xm_012801864.1,xm_012181556.2,xm_003827840.2,xm_009429131.2,xm_009210173.2,xm_009249846.1,xm_012658043.1,xm_011355113.1,xm_010361400.1,xm_016162717.1,xm_003928846.2,xm_004611767.1,xm_013992994.1,xm_004377668.1,xm_006168744.2,xm_019932885.1
TNF,Nicotine,NM_000594,xm_015135927.1,nm_013693.3,xm_008772775.2,xm_002930032.3,xm_012436771.1,nm_173966.3,xm_017970745.1,nm_001319880.1,nm_001003244.4,xm_005696606.3,xm_013156532.1,xm_004424372.2,nm_001305957.1,xm_005389324.2,,xm_006875608.1,xm_004695118.1,xm_003508487.1,nm_001281316.1,xm_013031277.1,xm_004711694.1,xm_006896198.1,xm_008157360.1,xm_005603490.1,nm_001323334.1,nm_001009835.1,xm_008575087.1,xm_004043648.2,xm_013072788.1,xm_005339012.1,xm_004663629.1,xm_003422213.2,xm_005553562.2,xm_011768919.1,xm_012000466.1,xm_017661510.1,xm_005086799.2,xm_012741061.1,xm_005370839.1,xm_016215324.1,xm_001368652.2,xm_004781005.2,xm_008821546.2,xm_003272094.2,xm_004598717.1,xm_012516344.1,xm_004415222.2,xm_004286610.1,xm_008262537.2,xm_003788999.2,nm_001024860.1,xm_003831589.1,xm_016954737.1,nm_001112648.1,xm_002816720.2,xm_012653744.1,xm_011379891.1,xm_010362753.1,xm_016121699.1,xm_003944354.2,xm_004621269.1,nm_214022.1,nm_001279259.1,xm_006154253.2,nm_001280615.1
TNFRSF9,Alcohol,NM_001561,nm_001266128.1,xm_011250228.2,xm_006239471.3,xm_019799072.1,xm_012473719.1,nm_001035336.2,xm_002750240.3,xm_011000787.1,xm_845243.2,xm_005690738.3,xm_013154157.1,xm_014783829.1,xm_012049502.1,xm_005404066.2,xm_007980678.1,xm_006873101.1,xm_004679304.2,xm_007655162.2,xm_004453530.2,xm_013033130.1,xm_004705452.1,xm_006885783.1,xm_008151859.1,xm_014737683.1,xm_007534731.2,xm_019836087.1,xm_008593876.1,xm_019037785.1,xm_004863926.1,xm_013362595.1,xm_004657395.1,xm_003413485.2,xm_005544888.2,xm_011737258.1,xm_011981424.1,xm_017650585.1,xm_005079387.2,xm_012791506.2,xm_005353672.1,xm_016214551.1,xm_007493047.2,xm_004768633.2,xm_008822442.1,xm_003274278.3,xm_004596077.1,xm_004639718.1,xm_004397552.1,xm_004272350.1,xm_008265973.2,xm_012807243.1,xm_004013750.3,xm_008975661.1,xm_016953441.1,xm_009185561.2,xm_002811544.1,xm_012662529.1,xm_011368455.1,xm_010357379.1,xm_016158726.1,xm_010350265.1,xm_004607229.1,nm_001267073.1,xm_004385130.1,xm_006145384.1,xm_019930834.1
TOMM70A,Alcohol,NM_014820,nm_001266153.1,nm_138599.5,nm_212519.2,xm_019797306.1,xm_012476933.1,nm_001075328.1,xm_002758864.4,xm_010978466.1,xm_535719.4,xm_005674841.3,xm_003469247.3,xm_004439954.2,xm_012085005.1,xm_013515046.1,xm_007986053.1,xm_006868611.1,xm_004675250.2,xm_007631423.1,xm_004479239.2,xm_013024171.1,xm_004706370.1,xm_006890020.1,xm_008159651.1,xm_014732669.1,xm_016194135.1,xm_003991582.4,xm_008570353.1,xm_004035977.2,xm_004857977.2,xm_005335060.2,xm_004671710.2,xm_003418962.2,xm_005548300.2,xm_011733994.1,xm_011999915.1,xm_017643541.1,xm_013118174.1,xm_012743097.2,xm_005344949.2,xm_016199709.1,xm_001363839.4,xm_004771934.2,xm_008831243.2,xm_003261734.3,xm_004593228.2,xm_004636585.2,xm_004391657.2,xm_004272606.1,xm_002716612.3,xm_003783956.2,xm_004002879.3,xm_003821912.3,xm_526255.5,xm_003893859.3,xm_002813358.3,xm_012652810.1,xm_011354435.1,xm_010368841.1,xm_016144703.1,xm_003943538.2,xm_004606748.1,xm_005654069.2,xm_004378139.1,xm_014585949.1,xm_019922733.1
TP53INP1,Alcohol,NM_001135733,xm_015145655.1,nm_001199105.1,xm_006237868.2,xm_002926581.3,xm_012467948.1,xm_005215684.3,xm_008982922.1,xm_010976020.1,xm_014109314.1,xm_018058242.1,xm_013143837.1,xm_004431180.2,xm_012061570.1,xm_005381823.2,xm_008001131.1,xm_006859207.1,xm_004679716.2,xm_007633973.2,xm_004474697.2,xm_013012478.1,xm_004697468.1,xm_006884577.1,xm_008148528.1,xm_001489912.5,xm_007532168.2,xm_003999984.4,xm_008592843.1,xm_004047322.2,xm_004850128.2,xm_005328667.2,xm_004656942.1,xm_003408397.2,xm_005563745.2,xm_011768201.1,xm_011978659.1,xm_017641346.1,xm_005066208.2,xm_012772833.2,xm_005362306.2,xm_016209111.1,xm_001368918.3,xm_004768540.2,xm_017801881.1,xm_003268326.2,xm_004580610.1,xm_004641297.2,xm_004410941.2,xm_004275371.2,xm_017341446.1,xm_012810620.1,xm_015097919.1,xm_008975164.1,xm_003311853.3,xm_009213371.2,xm_009243964.1,xm_012643646.1,xm_011384802.1,xm_010360640.1,xm_016129877.1,xm_010349387.1,xm_004619893.1,xm_001925224.5,xm_004370761.1,xm_006161297.2,xm_019925114.1
TP53INP2,4,NM_001329429,nm_001257771.1,xm_006500114.3,nm_001270947.1,xm_019796564.1,xm_012455146.1,xm_003582971.4,xm_008995489.2,xm_010975151.1,xm_014106911.1,xm_018057743.1,xm_003467729.3,xm_014787527.1,xm_012052587.1,xm_005384825.2,xm_008021450.1,xm_006876877.1,xm_004687264.2,xm_007611682.2,xm_004454813.2,xm_013011015.1,xm_004697937.1,xm_006881462.1,xm_008149710.1,xm_001499171.4,xm_007522662.2,xm_019828046.1,xm_008571243.1,xm_019017284.1,xm_013066743.1,xm_005329908.2,xm_004668107.1,xm_010591843.1,xm_005568772.2,xm_011766452.1,xm_011972427.1,xm_017650789.1,xm_013124104.1,xm_012754670.2,xm_005363082.1,xm_016213134.1,xm_016428274.1,xm_004746794.2,xm_017801889.1,xm_003273556.3,xm_004585743.1,xm_004630834.1,xm_004393083.2,xm_004272748.2,xm_008256080.2,xm_003788114.2,xm_015099836.1,xm_008957207.1,xm_009437073.2,xm_003904821.2,xm_003779341.2,xm_012637682.1,xm_011378295.1,xm_010386505.1,xm_016126427.1,xm_010342738.1,xm_004612551.2,xm_003359949.3,xm_004370419.1,xm_006144029.2,xm_019950703.1
TPI1,3,NM_000365,xm_015150934.1,nm_009415.2,xm_003750654.4,xm_002922260.3,xm_012472834.1,nm_001013589.3,xm_002752266.3,xm_010990898.1,nm_001197054.1,xm_018048548.1,xm_003463243.3,xm_004438694.2,xm_012054371.1,xm_005378838.2,xm_007967423.1,xm_006862631.1,xm_012732571.1,xm_007635018.2,xm_004448500.2,xm_013023642.1,xm_004708132.1,xm_006891257.1,xm_008144864.1,xm_001497472.5,xm_007537047.2,xm_006933465.2,xm_008567675.1,xm_019019981.1,xm_004869458.2,xm_005338318.2,xm_004668664.1,xm_003410655.2,nm_001319625.1,xm_011745647.1,xm_011983008.1,xm_017648306.1,xm_005066012.2,xm_012760446.1,xm_005365338.2,xm_016221741.1,xm_001370131.3,xm_004766644.2,xm_008825372.2,xm_003273755.3,xm_004596392.2,xm_004643526.2,xm_004413924.2,xm_004279068.2,xm_002712911.2,xm_012806343.1,xm_012175503.2,xm_014347058.1,nm_001071782.1,xm_003905884.3,nm_001132533.1,xm_012637829.1,xm_011365816.1,xm_010385901.1,xm_016162828.1,xm_010332873.1,xm_004610631.1,nm_001037151.1,xm_004387230.2,xm_006170789.2,
TRA2A,Alcohol,NM_001282757,xm_015133846.1,xm_006505245.1,xm_017592792.1,xm_002921335.3,xm_012447731.1,xm_010804102.2,xm_017975255.1,xm_010987187.1,xm_014119055.1,xm_018047316.1,xm_003467932.3,xm_014786376.1,xm_012081365.1,xm_005377400.2,xm_007981883.1,xm_006832213.1,xm_012720996.1,xm_016978135.1,xm_004461351.2,xm_013024456.1,xm_013004681.1,xm_006887023.1,xm_008148107.1,xm_005609259.2,xm_016188508.1,xm_003982850.4,xm_008566531.1,xm_019031422.1,xm_004839554.1,xm_013355975.1,xm_012947601.1,xm_010587215.1,xm_015444669.1,xm_011731166.1,xm_011973940.1,xm_017652255.1,xm_013115199.1,xm_020289879.1,xm_013352530.1,xm_016217042.1,xm_007505362.2,xm_013051661.1,xm_017800227.1,xm_012496813.1,xm_004582443.2,xm_012513647.1,xm_012561340.1,xm_012534843.1,xm_017344383.1,xm_012804382.1,xm_012130672.2,xm_008960050.2,xm_016957167.1,xm_009203233.1,xm_002818143.1,xm_012640668.1,xm_011361667.1,xm_010353050.1,xm_016159587.1,xm_010345677.1,xm_012931795.1,xm_013989586.1,xm_012555867.1,xm_006172301.2,xm_019928746.1
